user_id,num_orders,total_spent_eur,avg_days_between_orders,R_score,F_score,M_score,segment,avg_order_value,recommended_discount
70923,4,29.22,18.33333333333333,2,1,1,Lost,7.305,15.0
70924,9,102.48,18.125,2,3,2,Sleeping,11.386666666666667,0.0
70925,7,166.92,14.666666666666666,3,2,3,Promising,23.845714285714283,22.9
70926,18,689.1899999999999,14.352941176470589,3,4,5,Loyal,38.28833333333333,0.0
70927,19,161.57,16.11111111111111,3,4,3,Loyal,8.503684210526316,0.0
70928,10,196.0,12.666666666666666,4,3,3,Loyal,19.6,0.0
70929,6,315.21,21.6,2,2,4,High_Check,52.535,0.0
70930,26,184.03,13.92,3,5,3,Loyal,7.078076923076923,1.6
70931,40,896.16,9.153846153846152,4,5,5,Premium,22.404,0.0
70932,28,868.92,7.925925925925926,5,5,5,Premium,31.032857142857143,0.0
70933,7,21.09,28.0,1,2,1,Lost,3.012857142857143,15.0
70934,7,59.43,22.166666666666668,1,2,2,Lost,8.49,15.0
70935,9,234.53,24.625,1,3,3,Sleeping,26.058888888888887,0.0
70936,15,0.0,14.357142857142858,3,4,1,Frugal,0.0,6.4
70937,21,815.03,8.2,5,4,5,Premium,38.81095238095238,0.0
70938,5,66.94,23.5,1,1,2,Lost,13.388,15.0
70939,23,300.58,11.909090909090908,4,4,4,Premium,13.068695652173913,0.0
70940,19,388.78,14.22222222222222,3,4,4,Loyal,20.462105263157895,0.0
70941,6,206.98,26.8,1,2,3,Lost,34.49666666666666,15.0
70942,10,36.27,6.777777777777778,5,3,1,New,3.6270000000000002,0.0
70943,28,2523.56,13.0,3,5,5,Loyal,90.12714285714286,1.6
70944,20,517.58,10.736842105263158,4,4,4,Premium,25.879,0.0
70945,4,103.6,17.333333333333332,2,1,2,Lost,25.9,15.0
70946,4,4.69,16.666666666666668,3,1,1,New,1.1725,0.0
70947,10,84.28,10.444444444444445,4,3,2,Promising,8.428,22.9
70948,28,264.12,7.074074074074074,5,5,4,Premium,9.432857142857143,0.0
70949,10,134.25,22.0,2,3,3,Sleeping,13.425,0.0
70950,13,946.52,18.58333333333333,2,3,5,Sleeping,72.80923076923077,0.0
70951,44,307.82,6.790697674418604,5,5,4,Premium,6.995909090909091,0.0
70952,4,10.09,11.0,4,1,1,New,2.5225,0.0
70953,4,45.64,13.666666666666666,3,1,1,New,11.41,0.0
70954,4,43.15,8.666666666666666,5,1,1,New,10.7875,0.0
70955,29,1225.55,10.785714285714286,4,5,5,Premium,42.2603448275862,0.0
70956,7,58.68000000000001,17.0,3,2,1,New,8.382857142857144,0.0
70957,12,383.96,8.909090909090908,4,3,4,Loyal,31.996666666666666,0.0
70958,4,97.17000000000002,23.0,1,1,2,Lost,24.292500000000004,15.0
70959,7,161.45,11.166666666666666,4,2,3,Promising,23.064285714285713,22.9
70960,30,490.77,10.448275862068966,4,5,4,Premium,16.358999999999998,0.0
70961,9,43.83,10.0,4,3,1,New,4.87,0.0
70962,8,261.33,22.571428571428573,1,2,4,High_Check,32.66625,0.0
70963,12,76.53,26.272727272727277,1,3,2,Sleeping,6.3775,0.0
70964,80,4053.08,3.2911392405063293,5,5,5,Premium,50.6635,0.0
70965,15,504.56,16.428571428571427,3,4,4,Loyal,33.63733333333333,0.0
70966,29,531.76,5.571428571428571,5,5,4,Premium,18.33655172413793,0.0
70967,6,175.34,24.0,1,2,3,Lost,29.223333333333333,15.0
70968,36,199.22,9.914285714285716,4,5,3,Loyal,5.533888888888889,1.6
70969,10,139.74,20.11111111111111,2,3,3,Sleeping,13.974,0.0
70970,4,21.23,24.0,1,1,1,Lost,5.3075,15.0
70971,48,294.03000000000003,7.574468085106383,5,5,4,Premium,6.125625,0.0
70972,50,1161.38,7.448979591836735,5,5,5,Premium,23.227600000000002,0.0
70973,7,193.13,26.83333333333333,1,2,3,Lost,27.59,15.0
70974,12,35.07,15.0,3,3,1,New,2.9225,0.0
70975,7,49.46,10.333333333333334,4,2,1,New,7.065714285714286,0.0
70976,9,167.36,15.625,3,3,3,Loyal,18.595555555555556,0.0
70977,5,44.37,18.0,2,1,1,Lost,8.873999999999999,15.0
70978,30,935.25,6.0,5,5,5,Premium,31.175,0.0
70979,8,58.32,15.142857142857142,3,2,1,New,7.29,0.0
70980,4,140.75,27.666666666666668,1,1,3,Lost,35.1875,15.0
70981,11,290.69,16.0,3,3,4,Loyal,26.426363636363636,0.0
70982,6,13.84,19.6,2,2,1,Lost,2.3066666666666666,15.0
70983,48,993.17,5.51063829787234,5,5,5,Premium,20.691041666666667,0.0
70984,16,78.58,11.066666666666666,4,4,2,Frugal,4.91125,6.4
70985,19,186.83,14.166666666666666,3,4,3,Loyal,9.833157894736843,0.0
70986,5,116.25,27.75,1,1,2,Lost,23.25,15.0
70987,9,11.25,18.375,2,3,1,Sleeping,1.25,0.0
70988,11,151.78,13.6,3,3,3,Loyal,13.798181818181819,0.0
70989,63,2245.3,5.032258064516129,5,5,5,Premium,35.63968253968254,0.0
70990,4,68.67,15.0,3,1,2,New,17.1675,0.0
70991,5,24.54,21.0,2,1,1,Lost,4.9079999999999995,15.0
70992,41,1825.99,8.775,4,5,5,Premium,44.53634146341464,0.0
70993,6,525.54,26.2,1,2,4,High_Check,87.58999999999999,0.0
70994,20,168.93,17.57894736842105,2,4,3,Sleeping,8.4465,10.0
70995,4,57.05,26.33333333333333,1,1,1,Lost,14.2625,15.0
70996,10,85.38,20.0,2,3,2,Sleeping,8.538,0.0
70997,31,351.40000000000003,5.833333333333333,5,5,4,Premium,11.335483870967742,0.0
70998,20,552.87,16.63157894736842,3,4,5,Loyal,27.6435,1.6
70999,15,606.37,6.928571428571429,5,4,5,Premium,40.42466666666667,0.0
71000,26,53.64,2.44,5,5,1,Frugal,2.063076923076923,6.4
71001,17,137.86,12.5,4,4,3,Loyal,8.109411764705882,0.0
71002,9,123.12,20.25,2,3,2,Sleeping,13.68,0.0
71003,13,402.33,17.5,2,3,4,Sleeping,30.948461538461537,0.0
71004,5,73.47,19.5,2,1,2,Lost,14.693999999999999,15.0
71005,6,253.0,5.0,5,2,4,High_Check,42.166666666666664,0.0
71006,6,64.9,27.8,1,2,2,Lost,10.816666666666668,15.0
71007,38,279.82,5.837837837837838,5,5,4,Premium,7.363684210526316,0.0
71008,14,574.48,4.307692307692308,5,4,5,Premium,41.034285714285716,0.0
71009,10,217.94,21.22222222222222,2,3,3,Sleeping,21.794,0.0
71010,8,298.53,24.142857142857142,1,2,4,High_Check,37.31625,0.0
71011,29,379.65,12.071428571428571,4,5,4,Premium,13.091379310344827,0.0
71012,33,2031.86,7.0625,5,5,5,Premium,61.57151515151515,0.0
71013,15,176.87,12.5,4,4,3,Loyal,11.791333333333334,0.0
71014,6,129.89,26.6,1,2,3,Lost,21.64833333333333,15.0
71015,21,514.54,15.8,3,4,4,Loyal,24.50190476190476,1.6
71016,12,106.59,22.818181818181817,1,3,2,Sleeping,8.8825,0.0
71017,14,347.94,15.461538461538462,3,4,4,Loyal,24.852857142857143,0.0
71018,7,98.02,23.33333333333333,1,2,2,Lost,14.002857142857142,15.0
71019,4,29.51,30.0,1,1,1,Lost,7.3775,15.0
71020,12,79.55,22.363636363636363,1,3,2,Sleeping,6.629166666666666,0.0
71021,22,329.98,12.047619047619047,4,4,4,Premium,14.99909090909091,0.0
71022,24,1257.96,10.695652173913045,4,4,5,Premium,52.415,0.0
71023,14,521.42,11.538461538461538,4,4,4,Premium,37.24428571428571,0.0
71024,15,101.08,4.928571428571429,5,4,2,Frugal,6.738666666666666,0.0
71025,12,565.04,23.727272727272727,1,3,5,Sleeping,47.086666666666666,0.0
71026,10,450.73,21.666666666666668,2,3,4,Sleeping,45.073,0.0
71027,33,3227.24,11.15625,4,5,5,Premium,97.7951515151515,0.0
71028,4,8.67,30.0,1,1,1,Lost,2.1675,15.0
71029,15,122.56,3.7142857142857135,5,4,2,Frugal,8.170666666666667,0.0
71030,5,115.9,16.0,3,1,2,New,23.18,0.0
71031,17,89.07,15.1875,3,4,2,Frugal,5.239411764705882,0.0
71032,10,229.55,12.88888888888889,4,3,3,Loyal,22.955000000000002,0.0
71033,12,434.36,22.454545454545453,1,3,4,Sleeping,36.196666666666665,0.0
71034,36,666.52,9.971428571428572,4,5,5,Premium,18.514444444444443,0.0
71035,46,882.79,5.844444444444444,5,5,5,Premium,19.191086956521737,0.0
71036,24,502.93,12.826086956521738,4,4,4,Premium,20.955416666666668,0.0
71037,9,161.66,17.625,2,3,3,Sleeping,17.962222222222223,0.0
71038,7,122.49,28.33333333333333,1,2,2,Lost,17.498571428571427,15.0
71039,6,41.38,12.4,4,2,1,New,6.896666666666667,0.0
71040,20,738.81,16.526315789473685,3,4,5,Loyal,36.9405,1.6
71041,34,1412.15,9.151515151515152,4,5,5,Premium,41.53382352941177,0.0
71042,13,339.38,17.166666666666668,2,3,4,Sleeping,26.106153846153845,0.0
71043,21,482.69,15.85,3,4,4,Loyal,22.985238095238095,1.6
71044,5,100.16,18.5,2,1,2,Lost,20.032,15.0
71045,6,102.45,25.4,1,2,2,Lost,17.075,15.0
71046,15,327.33,18.785714285714285,2,4,4,Sleeping,21.822,10.0
71047,7,53.84,19.83333333333333,2,2,1,Lost,7.691428571428572,15.0
71048,16,608.97,20.866666666666667,2,4,5,Sleeping,38.060625,10.0
71049,100,4361.19,2.737373737373737,5,5,5,Premium,43.6119,0.0
71050,8,88.44,9.428571428571429,4,2,2,Promising,11.055,22.9
71051,14,873.12,21.07692307692308,2,4,5,Sleeping,62.36571428571428,0.0
71052,66,1479.44,4.384615384615385,5,5,5,Premium,22.415757575757578,0.0
71053,19,393.1,12.555555555555555,4,4,4,Premium,20.689473684210526,0.0
71054,5,151.99,19.5,2,1,3,Lost,30.398000000000003,15.0
71055,17,271.67,9.625,4,4,4,Premium,15.98058823529412,0.0
71056,40,3183.78,9.307692307692308,4,5,5,Premium,79.59450000000001,0.0
71057,5,159.21,30.0,1,1,3,Lost,31.842000000000002,15.0
71058,8,34.22,25.714285714285715,1,2,1,Lost,4.2775,15.0
71059,5,202.19,29.5,1,1,3,Lost,40.438,15.0
71060,4,60.12,21.0,2,1,2,Lost,15.03,15.0
71061,5,118.27,13.25,3,1,2,New,23.654,0.0
71062,61,575.97,5.766666666666667,5,5,5,Premium,9.442131147540984,0.0
71063,62,1257.82,5.60655737704918,5,5,5,Premium,20.287419354838708,0.0
71064,12,573.97,17.0,3,3,5,Loyal,47.83083333333334,0.0
71065,5,251.77,24.25,1,1,4,High_Check,50.354,0.0
71066,52,1692.48,7.078431372549019,5,5,5,Premium,32.54769230769231,0.0
71067,12,25.09,21.727272727272727,2,3,1,Sleeping,2.0908333333333333,0.0
71068,6,85.83,28.8,1,2,2,Lost,14.305,15.0
71069,4,23.58,16.0,3,1,1,New,5.895,0.0
71070,75,2973.92,4.918918918918919,5,5,5,Premium,39.65226666666667,0.0
71071,13,300.40000000000003,19.33333333333333,2,3,4,Sleeping,23.10769230769231,0.0
71072,21,1311.68,14.7,3,4,5,Loyal,62.460952380952385,1.6
71073,7,86.33,21.33333333333333,2,2,2,Lost,12.332857142857142,15.0
71074,7,196.58,13.5,3,2,3,Promising,28.082857142857144,22.9
71075,4,95.59,6.666666666666667,5,1,2,New,23.8975,0.0
71076,26,151.68,13.44,3,5,3,Loyal,5.833846153846154,1.6
71077,41,103.13,7.225,5,5,2,Frugal,2.5153658536585364,6.4
71078,17,806.5,15.6875,3,4,5,Loyal,47.44117647058823,0.0
71079,10,445.9,22.444444444444443,1,3,4,Sleeping,44.589999999999996,0.0
71080,4,82.00999999999999,24.33333333333333,1,1,2,Lost,20.502499999999998,15.0
71081,39,832.16,9.552631578947368,4,5,5,Premium,21.337435897435896,0.0
71082,21,1030.0,13.6,3,4,5,Loyal,49.04761904761905,1.6
71083,14,1007.61,22.07692307692308,1,4,5,Sleeping,71.97214285714286,0.0
71084,5,96.8,10.5,4,1,2,New,19.36,0.0
71085,31,280.38,10.966666666666669,4,5,4,Premium,9.044516129032258,0.0
71086,61,1544.1,6.066666666666666,5,5,5,Premium,25.313114754098358,0.0
71087,19,39.87,12.72222222222222,4,4,1,Frugal,2.0984210526315787,6.4
71088,31,298.85,6.866666666666666,5,5,4,Premium,9.640322580645162,0.0
71089,16,107.04,15.533333333333331,3,4,2,Frugal,6.69,0.0
71090,13,456.59,5.666666666666667,5,3,4,Loyal,35.12230769230769,0.0
71091,4,38.31,12.0,4,1,1,New,9.5775,0.0
71092,20,282.84000000000003,7.7894736842105265,5,4,4,Premium,14.142000000000001,0.0
71093,35,368.64,9.941176470588236,4,5,4,Premium,10.532571428571428,0.0
71094,14,180.98,12.384615384615383,4,4,3,Loyal,12.927142857142856,0.0
71095,6,17.67,29.6,1,2,1,Lost,2.9450000000000003,15.0
71096,6,50.14,30.0,1,2,1,Lost,8.356666666666667,15.0
71097,18,130.09,9.176470588235292,4,4,3,Loyal,7.227222222222222,0.0
71098,24,262.9,9.695652173913045,4,4,4,Premium,10.954166666666666,0.0
71099,20,919.63,14.894736842105264,3,4,5,Loyal,45.9815,1.6
71100,5,13.91,23.25,1,1,1,Lost,2.782,15.0
71101,7,51.57,20.83333333333333,2,2,1,Lost,7.367142857142857,15.0
71102,6,38.96,26.2,1,2,1,Lost,6.493333333333333,15.0
71103,18,1497.85,12.529411764705882,4,4,5,Premium,83.21388888888889,0.0
71104,4,94.9,30.0,1,1,2,Lost,23.725,15.0
71105,7,254.35,14.0,3,2,4,High_Check,36.33571428571428,0.0
71106,71,1905.13,5.185714285714286,5,5,5,Premium,26.832816901408453,0.0
71107,5,139.56,18.0,2,1,3,Lost,27.912,15.0
71108,4,131.27,26.33333333333333,1,1,3,Lost,32.8175,15.0
71109,11,215.39,15.3,3,3,3,Loyal,19.58090909090909,0.0
71110,18,99.98,15.823529411764708,3,4,2,Frugal,5.554444444444445,0.0
71111,7,30.54,23.33333333333333,1,2,1,Lost,4.362857142857143,15.0
71112,7,201.43,15.333333333333334,3,2,3,Promising,28.775714285714287,22.9
71113,4,61.96,27.666666666666668,1,1,2,Lost,15.49,15.0
71114,14,162.1,16.384615384615383,3,4,3,Loyal,11.578571428571427,0.0
71115,10,211.83,20.11111111111111,2,3,3,Sleeping,21.183,0.0
71116,9,373.8,9.625,4,3,4,Loyal,41.53333333333333,0.0
71117,15,252.49,17.5,2,4,4,Sleeping,16.832666666666668,10.0
71118,24,378.68,12.782608695652174,4,4,4,Premium,15.778333333333334,0.0
71119,15,101.38,9.642857142857142,4,4,2,Frugal,6.758666666666667,0.0
71120,6,27.94,5.0,5,2,1,New,4.656666666666667,0.0
71121,15,55.5,11.642857142857142,4,4,1,Frugal,3.7,6.4
71122,8,87.37,19.857142857142858,2,2,2,Lost,10.92125,15.0
71123,7,58.43,20.33333333333333,2,2,1,Lost,8.347142857142858,15.0
71124,10,125.95,17.333333333333332,2,3,2,Sleeping,12.595,0.0
71125,32,595.86,10.935483870967742,4,5,5,Premium,18.620625,0.0
71126,7,2.49,9.166666666666666,4,2,1,New,0.35571428571428576,0.0
71127,11,365.16,19.2,2,3,4,Sleeping,33.196363636363635,0.0
71128,15,376.73,6.5,5,4,4,Premium,25.115333333333336,0.0
71129,4,9.97,27.0,1,1,1,Lost,2.4925,15.0
71130,5,89.25,5.5,5,1,2,New,17.85,0.0
71131,56,1412.62,6.618181818181818,5,5,5,Premium,25.225357142857142,0.0
71132,13,346.9,13.666666666666666,3,3,4,Loyal,26.684615384615384,0.0
71133,40,1268.56,8.615384615384615,5,5,5,Premium,31.714,0.0
71134,12,448.22,22.181818181818183,1,3,4,Sleeping,37.35166666666667,0.0
71135,11,113.95,20.1,2,3,2,Sleeping,10.35909090909091,0.0
71136,4,18.58,14.666666666666666,3,1,1,New,4.645,0.0
71137,26,645.94,11.36,4,5,5,Premium,24.843846153846155,0.0
71138,54,1826.91,6.830188679245283,5,5,5,Premium,33.83166666666667,0.0
71139,12,148.95,22.727272727272727,1,3,3,Sleeping,12.4125,0.0
71140,55,1271.78,6.7407407407407405,5,5,5,Premium,23.123272727272727,0.0
71141,6,75.1,18.0,2,2,2,Lost,12.516666666666666,15.0
71142,6,139.53,30.0,1,2,3,Lost,23.255,15.0
71143,5,63.27,14.75,3,1,2,New,12.654,0.0
71144,4,16.65,22.33333333333333,1,1,1,Lost,4.1625,15.0
71145,22,169.98,13.666666666666666,3,4,3,Loyal,7.726363636363636,1.6
71146,7,227.86,21.166666666666668,2,2,3,Lost,32.55142857142857,15.0
71147,12,550.88,23.0,1,3,5,Sleeping,45.906666666666666,0.0
71148,29,378.09,11.142857142857142,4,5,4,Premium,13.03758620689655,0.0
71149,21,393.34,15.3,3,4,4,Loyal,18.73047619047619,1.6
71150,11,661.6800000000001,21.3,2,3,5,Sleeping,60.152727272727276,0.0
71151,41,2529.15,9.0,4,5,5,Premium,61.68658536585366,0.0
71152,24,313.87,9.91304347826087,4,4,4,Premium,13.077916666666667,0.0
71153,10,45.05,15.555555555555555,3,3,1,New,4.505,0.0
71154,20,615.48,12.894736842105264,4,4,5,Premium,30.774,0.0
71155,4,12.21,27.33333333333333,1,1,1,Lost,3.0525,15.0
71156,7,69.66,18.666666666666668,2,2,2,Lost,9.95142857142857,15.0
71157,26,401.01,10.76,4,5,4,Premium,15.423461538461538,0.0
71158,12,582.03,8.909090909090908,4,3,5,Loyal,48.5025,0.0
71159,6,75.53,17.0,3,2,2,Promising,12.588333333333333,22.9
71160,11,82.2,20.6,2,3,2,Sleeping,7.472727272727273,0.0
71161,28,40.26,6.777777777777778,5,5,1,Frugal,1.4378571428571427,6.4
71162,4,125.45,30.0,1,1,2,Lost,31.3625,15.0
71163,7,41.66,15.833333333333334,3,2,1,New,5.951428571428571,0.0
71164,13,143.93,13.75,3,3,3,Loyal,11.071538461538463,0.0
71165,10,40.96,8.444444444444445,5,3,1,New,4.096,0.0
71166,9,44.76,23.5,1,3,1,Sleeping,4.973333333333333,0.0
71167,21,449.6,6.4,5,4,4,Premium,21.40952380952381,0.0
71168,19,855.58,7.944444444444445,5,4,5,Premium,45.03052631578947,0.0
71169,5,4.779999999999999,19.5,2,1,1,Lost,0.9559999999999998,15.0
71170,5,219.94,5.0,5,1,3,New,43.988,0.0
71171,9,179.01,12.125,4,3,3,Loyal,19.89,0.0
71172,77,660.1800000000001,3.8157894736842106,5,5,5,Premium,8.573766233766234,0.0
71173,11,148.51,19.7,2,3,3,Sleeping,13.50090909090909,0.0
71174,14,993.22,16.692307692307693,3,4,5,Loyal,70.94428571428571,0.0
71175,4,39.94,30.0,1,1,1,Lost,9.985,15.0
71176,90,3490.32,4.101123595505618,5,5,5,Premium,38.781333333333336,0.0
71177,6,62.03,25.8,1,2,2,Lost,10.338333333333333,15.0
71178,6,151.81,5.0,5,2,3,Promising,25.301666666666666,22.9
71179,7,17.5,19.5,2,2,1,Lost,2.5,15.0
71180,7,46.5,25.0,1,2,1,Lost,6.642857142857143,15.0
71181,13,317.34,17.333333333333332,2,3,4,Sleeping,24.41076923076923,0.0
71182,14,117.0,19.153846153846157,2,4,2,Frugal,8.357142857142858,0.0
71183,6,142.84,8.6,5,2,3,Promising,23.80666666666667,22.9
71184,5,85.75,30.0,1,1,2,Lost,17.15,15.0
71185,7,69.0,18.166666666666668,2,2,2,Lost,9.857142857142858,15.0
71186,17,571.33,9.5625,4,4,5,Premium,33.60764705882353,0.0
71187,4,108.03,23.0,1,1,2,Lost,27.0075,15.0
71188,4,1.0499999999999998,17.666666666666668,2,1,1,Lost,0.26249999999999996,15.0
71189,100,1930.48,3.0505050505050506,5,5,5,Premium,19.3048,0.0
71190,24,452.19,12.521739130434783,4,4,4,Premium,18.84125,0.0
71191,17,359.31,17.3125,2,4,4,Sleeping,21.135882352941177,10.0
71192,11,420.84,17.9,2,3,4,Sleeping,38.25818181818182,0.0
71193,12,216.77,16.636363636363637,3,3,3,Loyal,18.06416666666667,0.0
71194,31,848.98,11.3,4,5,5,Premium,27.386451612903226,0.0
71195,8,88.49000000000001,25.142857142857142,1,2,2,Lost,11.061250000000001,15.0
71196,14,153.31,10.384615384615383,4,4,3,Loyal,10.950714285714286,0.0
71197,5,50.19,27.75,1,1,1,Lost,10.038,15.0
71198,22,610.4,13.238095238095235,3,4,5,Loyal,27.745454545454546,1.6
71199,19,785.6800000000001,10.0,4,4,5,Premium,41.351578947368424,0.0
71200,13,335.63,12.666666666666666,4,3,4,Loyal,25.817692307692308,0.0
71201,12,66.34,9.818181818181818,4,3,2,Promising,5.528333333333333,3.6
71202,5,120.01,12.5,4,1,2,New,24.002000000000002,0.0
71203,4,47.46,18.0,2,1,1,Lost,11.865,15.0
71204,11,251.39,9.2,4,3,4,Loyal,22.85363636363636,0.0
71205,35,1221.38,6.676470588235294,5,5,5,Premium,34.896571428571434,0.0
71206,14,335.52,19.846153846153847,2,4,4,Sleeping,23.965714285714284,0.0
71207,6,17.48,18.8,2,2,1,Lost,2.9133333333333336,15.0
71208,9,86.2,22.5,1,3,2,Sleeping,9.577777777777778,0.0
71209,7,42.95,23.0,1,2,1,Lost,6.135714285714286,15.0
71210,8,237.93,29.714285714285715,1,2,3,Lost,29.74125,15.0
71211,7,47.82,20.166666666666668,2,2,1,Lost,6.831428571428572,15.0
71212,6,270.12,30.0,1,2,4,High_Check,45.02,0.0
71213,4,41.78,25.33333333333333,1,1,1,Lost,10.445,15.0
71214,37,765.93,8.777777777777779,4,5,5,Premium,20.70081081081081,0.0
71215,12,440.8,19.181818181818183,2,3,4,Sleeping,36.733333333333334,0.0
71216,15,325.42,17.142857142857142,2,4,4,Sleeping,21.694666666666667,10.0
71217,45,5.97,8.113636363636363,5,5,1,Frugal,0.13266666666666665,6.4
71218,12,27.91,13.454545454545457,3,3,1,New,2.325833333333333,0.0
71219,15,180.39,10.714285714285714,4,4,3,Loyal,12.026,0.0
71220,22,412.81,9.476190476190476,4,4,4,Premium,18.76409090909091,0.0
71221,23,561.0,14.681818181818182,3,4,5,Loyal,24.391304347826086,1.6
71222,14,209.91,4.615384615384615,5,4,3,Loyal,14.993571428571428,0.0
71223,6,124.81,18.0,2,2,2,Lost,20.801666666666666,15.0
71224,26,272.16,13.4,3,5,4,Loyal,10.467692307692309,1.6
71225,5,203.22,20.75,2,1,3,Lost,40.644,15.0
71226,4,38.05,23.666666666666668,1,1,1,Lost,9.5125,15.0
71227,17,254.86,14.375,3,4,4,Loyal,14.991764705882353,0.0
71228,7,86.21000000000001,20.33333333333333,2,2,2,Lost,12.315714285714288,15.0
71229,8,219.01,8.142857142857142,5,2,3,Promising,27.37625,22.9
71230,11,356.02,21.6,2,3,4,Sleeping,32.36545454545455,0.0
71231,24,394.02,11.73913043478261,4,4,4,Premium,16.4175,0.0
71232,80,1871.64,4.518987341772152,5,5,5,Premium,23.395500000000002,0.0
71233,21,327.82,15.0,3,4,4,Loyal,15.61047619047619,1.6
71234,78,2105.74,3.3506493506493507,5,5,5,Premium,26.996666666666663,0.0
71235,30,240.25,6.551724137931035,5,5,3,Loyal,8.008333333333333,1.6
71236,19,591.72,15.333333333333334,3,4,5,Loyal,31.143157894736845,0.0
71237,36,1562.01,10.257142857142858,4,5,5,Premium,43.38916666666667,0.0
71238,9,80.88000000000001,15.25,3,3,2,Promising,8.986666666666668,22.9
71239,5,22.200000000000003,13.25,3,1,1,New,4.44,0.0
71240,17,750.13,12.75,4,4,5,Premium,44.12529411764706,0.0
71241,19,411.91,7.0,5,4,4,Premium,21.679473684210528,0.0
71242,7,8.33,17.166666666666668,2,2,1,Lost,1.19,15.0
71243,5,68.05000000000001,12.25,4,1,2,New,13.610000000000003,0.0
71244,24,372.11,9.956521739130435,4,4,4,Premium,15.504583333333334,0.0
71245,4,34.83,30.0,1,1,1,Lost,8.7075,15.0
71246,6,165.17,11.4,4,2,3,Promising,27.528333333333332,22.9
71247,8,83.85,16.857142857142858,3,2,2,Promising,10.48125,22.9
71248,8,21.84,24.857142857142858,1,2,1,Lost,2.73,15.0
71249,6,47.13,27.2,1,2,1,Lost,7.855,15.0
71250,6,80.05,24.8,1,2,2,Lost,13.341666666666667,15.0
71251,14,111.94,20.307692307692307,2,4,2,Frugal,7.9957142857142856,0.0
71252,37,617.63,9.416666666666666,4,5,5,Premium,16.692702702702704,0.0
71253,7,68.72,11.666666666666666,4,2,2,Promising,9.817142857142857,22.9
71254,10,215.11,13.666666666666666,3,3,3,Loyal,21.511000000000003,0.0
71255,6,235.43,24.4,1,2,3,Lost,39.23833333333334,15.0
71256,73,3067.17,5.013888888888889,5,5,5,Premium,42.016027397260274,0.0
71257,28,166.61,11.88888888888889,4,5,3,Loyal,5.950357142857143,1.6
71258,34,1996.9,9.636363636363637,4,5,5,Premium,58.73235294117647,0.0
71259,22,458.23,14.761904761904765,3,4,4,Loyal,20.828636363636363,1.6
71260,21,146.20999999999998,16.25,3,4,3,Loyal,6.9623809523809514,1.6
71261,18,403.71,17.705882352941178,2,4,4,Sleeping,22.42833333333333,10.0
71262,7,155.36,15.5,3,2,3,Promising,22.194285714285716,22.9
71263,33,564.15,5.21875,5,5,5,Premium,17.095454545454544,0.0
71264,10,26.270000000000003,17.666666666666668,2,3,1,Sleeping,2.6270000000000002,0.0
71265,29,1444.59,13.035714285714286,3,5,5,Loyal,49.813448275862065,1.6
71266,6,19.64,24.6,1,2,1,Lost,3.2733333333333334,15.0
71267,20,42.88999999999999,12.263157894736842,4,4,1,Frugal,2.1445,6.4
71268,7,284.85,24.166666666666668,1,2,4,High_Check,40.69285714285714,0.0
71269,9,142.03,13.875,3,3,3,Loyal,15.78111111111111,0.0
71270,7,32.78,9.5,4,2,1,New,4.682857142857143,0.0
71271,11,263.4,17.7,2,3,4,Sleeping,23.94545454545454,0.0
71272,6,109.05,14.2,3,2,2,Promising,18.175,22.9
71273,8,148.01,8.142857142857142,5,2,3,Promising,18.50125,22.9
71274,6,22.91,26.6,1,2,1,Lost,3.8183333333333334,15.0
71275,7,141.16,18.666666666666668,2,2,3,Lost,20.165714285714284,15.0
71276,9,108.78,23.375,1,3,2,Sleeping,12.086666666666666,0.0
71277,9,144.16,18.0,2,3,3,Sleeping,16.017777777777777,0.0
71278,9,303.72,26.5,1,3,4,Sleeping,33.74666666666667,0.0
71279,6,48.28,28.6,1,2,1,Lost,8.046666666666667,15.0
71280,51,1463.3,7.2,5,5,5,Premium,28.692156862745097,0.0
71281,9,218.32,19.0,2,3,3,Sleeping,24.257777777777775,0.0
71282,11,503.31,16.1,3,3,4,Loyal,45.75545454545455,0.0
71283,5,91.91,15.75,3,1,2,New,18.381999999999998,0.0
71284,54,2803.82,6.716981132075472,5,5,5,Premium,51.92259259259259,0.0
71285,9,269.6,16.125,3,3,4,Loyal,29.95555555555556,0.0
71286,12,405.45,21.181818181818183,2,3,4,Sleeping,33.7875,0.0
71287,19,538.95,14.61111111111111,3,4,4,Loyal,28.365789473684213,0.0
71288,4,121.48,23.666666666666668,1,1,2,Lost,30.37,15.0
71289,29,217.75,10.25,4,5,3,Loyal,7.508620689655173,1.6
71290,7,211.95,6.333333333333333,5,2,3,Promising,30.27857142857143,22.9
71291,17,95.47,9.4375,4,4,2,Frugal,5.615882352941177,0.0
71292,6,112.79,8.4,5,2,2,Promising,18.798333333333336,22.9
71293,10,3.8,11.0,4,3,1,New,0.38,0.0
71294,19,205.0,19.0,2,4,3,Sleeping,10.789473684210526,10.0
71295,6,18.22,14.8,3,2,1,New,3.0366666666666666,0.0
71296,22,708.21,15.80952380952381,3,4,5,Loyal,32.19136363636364,1.6
71297,42,1381.48,8.804878048780488,4,5,5,Premium,32.892380952380954,0.0
71298,6,236.14,23.6,1,2,3,Lost,39.35666666666666,15.0
71299,4,10.6,23.33333333333333,1,1,1,Lost,2.65,15.0
71300,29,737.72,3.321428571428572,5,5,5,Premium,25.438620689655174,0.0
